Kaynak_IP,Hedef_IP,Protokol,Kaynak_Port,Hedef_Port,Akis_Paket_Sayisi,Ort_Paket_Uzunlugu,Min_Paket_Uzunlugu,Max_Paket_Uzunlugu,Tekil_Protokol_Sayisi,Akis_Kumesi
216.58.213.106,192.168.1.166,UDP,443,62785,25,273.36,66,1294,1,2
216.58.213.106,192.168.1.166,UDP,443,65410,8,640.875,70,1294,1,2
216.58.213.110,192.168.1.166,ICMP,Yok,Yok,3,106.0,106,106,1,1
216.58.213.110,192.168.1.166,TCP,443,49173,19,359.2631578947368,54,1454,1,2
216.58.213.110,192.168.1.166,TCP,443,50403,91,1232.5604395604396,54,1454,1,2
216.58.213.110,192.168.1.166,TCP,443,50404,12,644.9166666666666,54,1454,1,2
216.58.213.110,192.168.1.166,TCP,443,50406,23,490.8695652173913,54,1454,1,2
216.58.213.110,192.168.1.166,TCP,443,50412,11,523.3636363636364,54,1454,1,2
216.58.213.110,192.168.1.166,TCP,443,55788,35,334.0,54,1454,1,2
216.58.213.110,192.168.1.166,TCP,443,55789,11,698.6363636363636,54,1454,1,2
216.58.213.110,192.168.1.166,TCP,443,55790,10,763.0,54,1454,1,2
216.58.213.110,192.168.1.166,TCP,443,56596,30,950.5666666666667,54,1454,1,2
216.58.213.110,192.168.1.166,UDP,443,50414,8,640.5,70,1294,1,2
216.58.213.110,192.168.1.166,UDP,443,52247,9,818.2222222222222,68,1294,1,2
216.58.213.110,192.168.1.166,UDP,443,52953,43,691.1395348837209,66,1294,1,2
216.58.213.110,192.168.1.166,UDP,443,54823,393,681.7888040712468,67,1294,1,2
216.58.213.110,192.168.1.166,UDP,443,55083,12,501.3333333333333,66,1294,1,2
216.58.213.110,192.168.1.166,UDP,443,55482,13,467.7692307692308,66,1294,1,2
216.58.213.110,192.168.1.166,UDP,443,55623,27,268.6666666666667,66,1294,1,2
216.58.213.110,192.168.1.166,UDP,443,55637,9,588.4444444444445,70,1294,1,2
216.58.213.110,192.168.1.166,UDP,443,56042,295,460.98644067796613,67,1294,1,2
216.58.213.110,192.168.1.166,UDP,443,56870,23,394.8695652173913,66,1294,1,2
216.58.213.110,192.168.1.166,UDP,443,59231,20555,1281.582340063245,66,1294,1,2
216.58.213.99,192.168.1.166,TCP,443,50366,20,310.15,54,1454,1,2
216.58.213.99,192.168.1.166,TCP,443,50433,14,411.57142857142856,54,1454,1,2
216.58.213.99,192.168.1.166,TCP,443,50436,16,346.875,54,1454,1,2
216.58.213.99,192.168.1.166,TCP,443,56594,19,323.63157894736844,54,1454,1,2
216.58.213.99,192.168.1.166,UDP,443,52597,27,267.3333333333333,67,1294,1,2
216.58.213.99,192.168.1.166,UDP,443,53358,91,163.58241758241758,66,1294,1,1
216.58.213.99,192.168.1.166,UDP,443,54620,14,515.3571428571429,66,1294,1,2
216.58.213.99,192.168.1.166,UDP,443,55621,15,538.0,68,1294,1,2
216.58.213.99,192.168.1.166,UDP,443,63603,40,214.025,67,1294,1,1
23.195.23.164,192.168.1.166,TCP,443,50415,15,377.06666666666666,54,1454,1,2
3.141.75.177,192.168.1.166,TCP,3478,50398,6,89.33333333333333,54,130,1,1
3.160.58.95,192.168.1.166,TCP,443,50383,49,1157.1632653061224,54,1454,1,2
31.13.84.36,192.168.1.166,TCP,443,52243,19,150.6315789473684,54,981,1,2
31.13.84.36,192.168.1.166,TCP,443,56593,18,328.55555555555554,54,1446,1,2
31.13.84.36,192.168.1.166,UDP,443,52598,17,376.4117647058824,78,1274,1,2
31.13.84.36,192.168.1.166,UDP,443,64835,10,572.8,86,1274,1,2
31.13.84.4,192.168.1.166,TCP,443,50400,18,338.1666666666667,54,1446,1,2
31.13.84.4,192.168.1.166,TCP,443,50402,73,1183.6712328767123,54,1446,1,2
31.13.84.4,192.168.1.166,TCP,443,56578,85,1193.7882352941176,54,1446,1,2
31.13.84.4,192.168.1.166,UDP,443,50676,8,659.125,87,1274,1,2
31.13.84.4,192.168.1.166,UDP,443,52595,13,538.0769230769231,84,1274,1,2
31.13.84.4,192.168.1.166,UDP,443,57852,51,1113.549019607843,87,1274,1,2
34.107.221.82,192.168.1.166,TCP,80,59075,5,292.4,54,352,1,1
34.107.221.82,192.168.1.166,TCP,80,59076,5,226.8,54,270,1,1
34.107.243.93,192.168.1.166,TCP,443,52863,7,76.28571428571429,54,93,1,1
34.107.243.93,192.168.1.166,TCP,443,52865,6,58.0,54,78,1,1
34.120.208.123,192.168.1.166,TCP,443,50467,38,196.68421052631578,54,1454,1,2
34.120.208.123,192.168.1.166,TCP,443,51974,28,272.07142857142856,54,1454,1,2
34.120.208.123,192.168.1.166,TCP,443,52855,85,92.28235294117647,54,354,1,1
34.160.144.191,192.168.1.166,TCP,443,52871,1,54.0,54,54,1,1
34.160.144.191,192.168.1.166,TCP,443,56833,7,80.28571428571429,54,100,1,1
34.193.227.236,192.168.1.166,TCP,443,56971,20,654.3,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,80,58914,6,433.5,54,1354,1,2
34.223.124.45,192.168.1.166,TCP,443,58909,21,296.1904761904762,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,58910,15,369.2,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,58911,18,444.1666666666667,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,58912,16,349.5,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,58913,17,332.11764705882354,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,65419,17,456.5882352941176,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,65420,16,349.5,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,65421,14,391.7142857142857,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,65422,19,302.8421052631579,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,65423,15,369.2,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,65426,18,316.6666666666667,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,65427,18,316.6666666666667,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,65454,17,332.11764705882354,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,65461,24,375.25,54,1454,1,2
34.223.124.45,192.168.1.166,TCP,443,65462,21,283.7142857142857,54,1454,1,2
34.36.137.203,192.168.1.166,TCP,443,52856,9,75.66666666666667,54,93,1,1
34.95.127.121,192.168.1.166,TCP,443,56584,19,439.8421052631579,54,1454,1,2
34.95.127.121,192.168.1.166,UDP,443,57851,9,820.4444444444445,68,1294,1,2
35.244.154.8,192.168.1.166,TCP,443,65525,18,457.8333333333333,54,1454,1,2
35.244.154.8,192.168.1.166,UDP,443,64313,12,669.3333333333334,68,1294,1,2
40.101.76.178,192.168.1.166,TCP,443,52242,49,988.6938775510204,54,1454,1,2
40.101.78.130,192.168.1.166,TCP,443,49667,14,425.64285714285717,54,1454,1,2
40.101.78.130,192.168.1.166,UDP,443,63913,46,720.7391304347826,69,1454,1,2
40.118.94.234,192.168.1.166,TCP,443,65271,2,54.0,54,54,1,1
40.126.32.72,192.168.1.166,TCP,443,53223,9,743.1111111111111,54,1454,1,2
40.126.32.72,192.168.1.166,TCP,443,63240,23,1022.4782608695652,54,1454,1,2
40.126.32.72,192.168.1.166,TCP,443,65440,25,1054.92,54,1454,1,2
40.126.32.99,192.168.1.166,TCP,443,57920,15,403.73333333333335,54,1454,1,2
40.126.32.99,192.168.1.166,TCP,443,61307,8,598.0,54,1454,1,2
40.65.111.94,192.168.1.166,TCP,443,52858,1,54.0,54,54,1,1
40.79.141.155,192.168.1.166,TCP,443,50435,12,630.75,54,1454,1,2
40.79.141.155,192.168.1.166,TCP,443,65455,21,425.95238095238096,54,1454,1,2
44.235.52.190,192.168.1.166,TCP,443,50384,21,309.5238095238095,54,1454,1,2
44.235.52.190,192.168.1.166,TCP,443,50386,12,441.0,54,1454,1,2
52.109.32.97,192.168.1.166,TCP,443,65428,13,664.3076923076923,54,1454,1,2
52.110.4.131,192.168.1.166,TCP,443,65443,21,544.7142857142857,54,1454,1,2
52.110.4.131,192.168.1.166,TCP,443,65451,14,655.0714285714286,54,1454,1,2
52.110.4.131,192.168.1.166,TCP,443,65452,14,655.0714285714286,54,1454,1,2
52.110.4.131,192.168.1.166,TCP,443,65453,15,708.3333333333334,54,1454,1,2
52.111.231.77,192.168.1.166,TCP,443,65450,14,841.0,54,1454,1,2
52.123.128.14,192.168.1.166,TCP,443,65447,13,621.2307692307693,54,1454,1,2
52.236.29.249,192.168.1.166,TCP,443,62823,26,728.3461538461538,54,1454,1,2
52.25.216.49,192.168.1.166,TCP,443,50390,23,333.82608695652175,54,1454,1,2
52.57.153.183,192.168.1.166,TCP,443,61655,28,637.4285714285714,54,1454,1,2
52.97.105.162,192.168.1.166,TCP,443,51971,9,628.5555555555555,54,1454,1,2
52.97.105.162,192.168.1.166,UDP,443,64459,29,855.9655172413793,69,1454,1,2
52.97.105.178,192.168.1.166,TCP,443,65445,466,135.16738197424894,54,1454,1,2
52.97.105.178,192.168.1.166,TCP,443,65446,10,563.3,54,1454,1,2
52.97.105.178,192.168.1.166,TCP,443,65448,13,849.7692307692307,54,1454,1,2
52.97.105.178,192.168.1.166,TCP,443,65449,36,1286.5277777777778,54,1454,1,2
52.97.105.178,192.168.1.166,TCP,443,65456,13,577.6153846153846,54,1454,1,2
52.98.241.194,192.168.1.166,TCP,443,56832,1,54.0,54,54,1,1
63.140.62.139,192.168.1.166,TCP,443,60868,25,270.0,54,1454,1,2
63.140.62.139,192.168.1.166,TCP,443,64294,2,60.0,54,66,1,1
63.140.62.172,192.168.1.166,TCP,443,55206,15,359.53333333333336,54,1454,1,2
66.102.1.84,192.168.1.166,TCP,443,49167,81,1292.9753086419753,54,1454,1,2
66.102.1.84,192.168.1.166,TCP,443,50382,81,1285.0246913580247,54,1454,1,2
66.102.1.84,192.168.1.166,TCP,443,50414,19,438.89473684210526,54,1454,1,2
66.102.1.84,192.168.1.166,TCP,443,50417,23,369.6521739130435,54,1454,1,2
66.102.1.84,192.168.1.166,TCP,443,50418,11,588.7272727272727,54,1454,1,2
66.102.1.84,192.168.1.166,TCP,443,50419,194,550.0567010309278,54,1454,1,2
66.102.1.84,192.168.1.166,TCP,443,52484,9,761.8888888888889,54,1454,1,2
66.102.1.84,192.168.1.166,TCP,443,65520,82,1278.2073170731708,54,1454,1,2
66.102.1.84,192.168.1.166,UDP,443,52244,10,875.3,84,1294,1,2
66.102.1.84,192.168.1.166,UDP,443,56317,145,1227.9448275862069,72,1294,1,2
66.102.1.84,192.168.1.166,UDP,443,56924,1412,1272.306657223796,65,1292,1,2
66.102.1.84,192.168.1.166,UDP,443,60341,110,876.9181818181818,67,1294,1,2
66.102.1.84,192.168.1.166,UDP,443,64310,91,1076.6483516483515,67,1294,1,2
66.102.1.84,192.168.1.166,UDP,443,65347,86,1084.6511627906978,68,1294,1,2
66.102.1.92,192.168.1.166,TCP,443,55784,20,524.6,54,1454,1,2
66.102.1.92,192.168.1.166,UDP,443,58511,11,862.5454545454545,68,1294,1,2
72.14.220.76,192.168.1.166,ICMP,Yok,Yok,2,134.0,134,134,1,1
74.125.71.94,192.168.1.166,TCP,443,50426,18,545.3888888888889,54,1454,1,2
74.125.71.94,192.168.1.166,UDP,443,54822,11,784.1818181818181,68,1294,1,2
74.242.255.116,192.168.1.166,TCP,443,52145,15,499.6,54,1454,1,2
74.242.255.116,192.168.1.166,TCP,443,64992,21,382.6666666666667,54,1454,1,2
76.76.21.164,192.168.1.166,TCP,443,65411,22,268.3181818181818,54,1454,1,2
81.212.221.96,192.168.1.166,ICMP,Yok,Yok,3,134.0,134,134,1,1
81.212.24.142,192.168.1.166,ICMP,Yok,Yok,5,134.0,134,134,1,1
89.149.143.161,192.168.1.166,ICMP,Yok,Yok,3,70.0,70,70,1,1
92.223.124.59,192.168.1.166,TCP,80,51476,5,213.6,54,447,1,1
92.223.124.59,192.168.1.166,TCP,80,51477,6,252.5,54,447,1,1
95.100.171.136,192.168.1.166,TCP,443,50633,14,400.64285714285717,54,1454,1,2
95.101.201.210,192.168.1.166,TCP,443,52857,2,69.5,54,85,1,1
98.66.133.186,192.168.1.166,TCP,443,52808,2,66.0,66,66,1,1
Yok,Yok,ARP,Yok,Yok,544,42.0,42,42,1,1
Yok,Yok,Diğer,Yok,Yok,716,164.49301675977654,78,1010,1,1
