Kaynak_IP,Hedef_IP,Protokol,Kaynak_Port,Hedef_Port,Akis_Paket_Sayisi,Ort_Paket_Uzunlugu,Min_Paket_Uzunlugu,Max_Paket_Uzunlugu,Tekil_Protokol_Sayisi,Akis_Kumesi
192.168.1.166,192.168.1.1,UDP,58979,53,5,76.6,72,81,1,1
192.168.1.166,192.168.1.1,UDP,59018,53,1,80.0,80,80,1,1
192.168.1.166,192.168.1.1,UDP,59064,53,1,80.0,80,80,1,1
192.168.1.166,192.168.1.1,UDP,59091,53,2,76.0,75,77,1,1
192.168.1.166,192.168.1.1,UDP,59108,53,1,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,59109,53,1,81.0,81,81,1,1
192.168.1.166,192.168.1.1,UDP,59113,53,1,76.0,76,76,1,1
192.168.1.166,192.168.1.1,UDP,59214,53,1,81.0,81,81,1,1
192.168.1.166,192.168.1.1,UDP,59230,53,4,77.0,75,83,1,1
192.168.1.166,192.168.1.1,UDP,59262,53,1,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,59271,53,2,89.0,89,89,1,1
192.168.1.166,192.168.1.1,UDP,59275,53,1,73.0,73,73,1,1
192.168.1.166,192.168.1.1,UDP,59338,53,1,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,59441,53,3,75.66666666666667,73,81,1,1
192.168.1.166,192.168.1.1,UDP,59510,53,3,73.33333333333333,72,75,1,1
192.168.1.166,192.168.1.1,UDP,59545,53,3,79.0,70,84,1,1
192.168.1.166,192.168.1.1,UDP,59599,53,1,77.0,77,77,1,1
192.168.1.166,192.168.1.1,UDP,59619,53,2,91.0,91,91,1,1
192.168.1.166,192.168.1.1,UDP,59683,53,3,78.0,77,80,1,1
192.168.1.166,192.168.1.1,UDP,59726,53,3,109.66666666666667,83,137,1,1
192.168.1.166,192.168.1.1,UDP,59776,53,1,75.0,75,75,1,1
192.168.1.166,192.168.1.1,UDP,59777,53,4,83.0,74,86,1,1
192.168.1.166,192.168.1.1,UDP,59894,53,1,77.0,77,77,1,1
192.168.1.166,192.168.1.1,UDP,59910,53,1,76.0,76,76,1,1
192.168.1.166,192.168.1.1,UDP,60003,53,1,72.0,72,72,1,1
192.168.1.166,192.168.1.1,UDP,60061,53,4,81.0,80,82,1,1
192.168.1.166,192.168.1.1,UDP,60178,53,2,78.0,78,78,1,1
192.168.1.166,192.168.1.1,UDP,60197,53,1,81.0,81,81,1,1
192.168.1.166,192.168.1.1,UDP,60301,53,1,70.0,70,70,1,1
192.168.1.166,192.168.1.1,UDP,60340,53,7,79.42857142857143,77,84,1,1
192.168.1.166,192.168.1.1,UDP,60470,53,3,85.0,73,91,1,1
192.168.1.166,192.168.1.1,UDP,60504,53,1,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,60539,53,1,75.0,75,75,1,1
192.168.1.166,192.168.1.1,UDP,60654,53,2,78.0,77,79,1,1
192.168.1.166,192.168.1.1,UDP,60684,53,5,85.6,76,95,1,1
192.168.1.166,192.168.1.1,UDP,60767,53,4,86.75,80,89,1,1
192.168.1.166,192.168.1.1,UDP,60815,53,2,98.0,98,98,1,1
192.168.1.166,192.168.1.1,UDP,60843,53,1,76.0,76,76,1,1
192.168.1.166,192.168.1.1,UDP,60895,53,1,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,60902,53,2,73.0,73,73,1,1
192.168.1.166,192.168.1.1,UDP,60916,53,1,72.0,72,72,1,1
192.168.1.166,192.168.1.1,UDP,60955,53,1,89.0,89,89,1,1
192.168.1.166,192.168.1.1,UDP,60961,53,1,85.0,85,85,1,1
192.168.1.166,192.168.1.1,UDP,60992,53,1,84.0,84,84,1,1
192.168.1.166,192.168.1.1,UDP,61031,53,1,77.0,77,77,1,1
192.168.1.166,192.168.1.1,UDP,61112,53,1,78.0,78,78,1,1
192.168.1.166,192.168.1.1,UDP,61115,53,1,83.0,83,83,1,1
192.168.1.166,192.168.1.1,UDP,61136,53,1,132.0,132,132,1,1
192.168.1.166,192.168.1.1,UDP,61346,53,1,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,61350,53,1,72.0,72,72,1,1
192.168.1.166,192.168.1.1,UDP,61412,53,1,88.0,88,88,1,1
192.168.1.166,192.168.1.1,UDP,61416,53,1,79.0,79,79,1,1
192.168.1.166,192.168.1.1,UDP,61503,53,1,73.0,73,73,1,1
192.168.1.166,192.168.1.1,UDP,61511,53,2,80.0,80,80,1,1
192.168.1.166,192.168.1.1,UDP,61518,53,1,75.0,75,75,1,1
192.168.1.166,192.168.1.1,UDP,61578,53,1,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,61628,53,1,76.0,76,76,1,1
192.168.1.166,192.168.1.1,UDP,61727,53,1,79.0,79,79,1,1
192.168.1.166,192.168.1.1,UDP,61771,53,1,79.0,79,79,1,1
192.168.1.166,192.168.1.1,UDP,61927,53,1,82.0,82,82,1,1
192.168.1.166,192.168.1.1,UDP,61929,53,1,78.0,78,78,1,1
192.168.1.166,192.168.1.1,UDP,61991,53,3,81.66666666666667,71,95,1,1
192.168.1.166,192.168.1.1,UDP,62133,53,1,78.0,78,78,1,1
192.168.1.166,192.168.1.1,UDP,62165,53,4,84.5,84,86,1,1
192.168.1.166,192.168.1.1,UDP,62286,53,1,75.0,75,75,1,1
192.168.1.166,192.168.1.1,UDP,62303,53,5,83.2,72,91,1,1
192.168.1.166,192.168.1.1,UDP,62308,53,1,89.0,89,89,1,1
192.168.1.166,192.168.1.1,UDP,62347,53,3,77.33333333333333,68,82,1,1
192.168.1.166,192.168.1.1,UDP,62378,53,1,78.0,78,78,1,1
192.168.1.166,192.168.1.1,UDP,62478,53,2,86.0,86,86,1,1
192.168.1.166,192.168.1.1,UDP,62549,53,2,77.0,77,77,1,1
192.168.1.166,192.168.1.1,UDP,62598,53,2,79.0,79,79,1,1
192.168.1.166,192.168.1.1,UDP,62759,53,2,75.0,75,75,1,1
192.168.1.166,192.168.1.1,UDP,62765,53,3,90.33333333333333,81,104,1,1
192.168.1.166,192.168.1.1,UDP,62772,53,1,82.0,82,82,1,1
192.168.1.166,192.168.1.1,UDP,62780,53,1,78.0,78,78,1,1
192.168.1.166,192.168.1.1,UDP,62850,53,1,82.0,82,82,1,1
192.168.1.166,192.168.1.1,UDP,62863,53,6,79.66666666666667,72,84,1,1
192.168.1.166,192.168.1.1,UDP,62906,53,1,77.0,77,77,1,1
192.168.1.166,192.168.1.1,UDP,62957,53,2,72.0,72,72,1,1
192.168.1.166,192.168.1.1,UDP,63015,53,1,85.0,85,85,1,1
192.168.1.166,192.168.1.1,UDP,63043,53,3,79.0,72,87,1,1
192.168.1.166,192.168.1.1,UDP,63078,53,1,76.0,76,76,1,1
192.168.1.166,192.168.1.1,UDP,63111,53,1,73.0,73,73,1,1
192.168.1.166,192.168.1.1,UDP,63117,53,1,73.0,73,73,1,1
192.168.1.166,192.168.1.1,UDP,63145,53,1,76.0,76,76,1,1
192.168.1.166,192.168.1.1,UDP,63169,53,1,87.0,87,87,1,1
192.168.1.166,192.168.1.1,UDP,63193,53,1,97.0,97,97,1,1
192.168.1.166,192.168.1.1,UDP,63231,53,1,78.0,78,78,1,1
192.168.1.166,192.168.1.1,UDP,63242,53,1,75.0,75,75,1,1
192.168.1.166,192.168.1.1,UDP,63248,53,1,78.0,78,78,1,1
192.168.1.166,192.168.1.1,UDP,63261,53,1,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,63263,53,1,72.0,72,72,1,1
192.168.1.166,192.168.1.1,UDP,63424,53,1,78.0,78,78,1,1
192.168.1.166,192.168.1.1,UDP,63439,53,1,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,63444,53,2,79.0,79,79,1,1
192.168.1.166,192.168.1.1,UDP,63554,53,2,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,63601,53,2,78.0,73,83,1,1
192.168.1.166,192.168.1.1,UDP,63612,53,1,83.0,83,83,1,1
192.168.1.166,192.168.1.1,UDP,63652,53,1,106.0,106,106,1,1
192.168.1.166,192.168.1.1,UDP,63661,53,3,84.33333333333333,81,86,1,1
192.168.1.166,192.168.1.1,UDP,63667,53,1,75.0,75,75,1,1
192.168.1.166,192.168.1.1,UDP,63693,53,1,77.0,77,77,1,1
192.168.1.166,192.168.1.1,UDP,63709,53,2,78.0,76,80,1,1
192.168.1.166,192.168.1.1,UDP,63721,53,1,69.0,69,69,1,1
192.168.1.166,192.168.1.1,UDP,63771,53,5,78.0,74,79,1,1
192.168.1.166,192.168.1.1,UDP,63838,53,1,72.0,72,72,1,1
192.168.1.166,192.168.1.1,UDP,63948,53,1,75.0,75,75,1,1
192.168.1.166,192.168.1.1,UDP,64023,53,1,78.0,78,78,1,1
192.168.1.166,192.168.1.1,UDP,64051,53,7,76.0,72,83,1,1
192.168.1.166,192.168.1.1,UDP,64066,53,1,80.0,80,80,1,1
192.168.1.166,192.168.1.1,UDP,64119,53,1,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,64146,53,2,82.0,82,82,1,1
192.168.1.166,192.168.1.1,UDP,64156,53,2,109.0,109,109,1,1
192.168.1.166,192.168.1.1,UDP,64219,53,2,99.0,99,99,1,1
192.168.1.166,192.168.1.1,UDP,64243,53,2,73.0,73,73,1,1
192.168.1.166,192.168.1.1,UDP,64256,53,5,78.6,76,80,1,1
192.168.1.166,192.168.1.1,UDP,64261,53,1,76.0,76,76,1,1
192.168.1.166,192.168.1.1,UDP,64263,53,1,78.0,78,78,1,1
192.168.1.166,192.168.1.1,UDP,64279,53,4,76.25,69,84,1,1
192.168.1.166,192.168.1.1,UDP,64299,53,1,84.0,84,84,1,1
192.168.1.166,192.168.1.1,UDP,64309,53,8,78.5,74,91,1,1
192.168.1.166,192.168.1.1,UDP,64343,53,2,72.0,72,72,1,1
192.168.1.166,192.168.1.1,UDP,64356,53,3,79.33333333333333,72,83,1,1
192.168.1.166,192.168.1.1,UDP,64370,53,5,76.0,74,84,1,1
192.168.1.166,192.168.1.1,UDP,64423,53,1,76.0,76,76,1,1
192.168.1.166,192.168.1.1,UDP,64453,53,3,76.66666666666667,72,84,1,1
192.168.1.166,192.168.1.1,UDP,64508,53,1,75.0,75,75,1,1
192.168.1.166,192.168.1.1,UDP,64541,53,6,76.83333333333333,72,84,1,1
192.168.1.166,192.168.1.1,UDP,64547,53,7,78.57142857142857,74,84,1,1
192.168.1.166,192.168.1.1,UDP,64548,53,2,70.0,70,70,1,1
192.168.1.166,192.168.1.1,UDP,64553,53,1,79.0,79,79,1,1
192.168.1.166,192.168.1.1,UDP,64580,53,8,73.75,68,81,1,1
192.168.1.166,192.168.1.1,UDP,64596,53,3,79.0,79,79,1,1
192.168.1.166,192.168.1.1,UDP,64601,53,1,97.0,97,97,1,1
192.168.1.166,192.168.1.1,UDP,64640,53,2,75.5,73,78,1,1
192.168.1.166,192.168.1.1,UDP,64641,53,2,91.0,86,96,1,1
192.168.1.166,192.168.1.1,UDP,64701,53,1,78.0,78,78,1,1
192.168.1.166,192.168.1.1,UDP,64709,53,1,72.0,72,72,1,1
192.168.1.166,192.168.1.1,UDP,64716,53,1,75.0,75,75,1,1
192.168.1.166,192.168.1.1,UDP,64717,53,2,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,64755,53,1,69.0,69,69,1,1
192.168.1.166,192.168.1.1,UDP,64758,53,4,77.75,75,86,1,1
192.168.1.166,192.168.1.1,UDP,64834,53,3,83.33333333333333,76,87,1,1
192.168.1.166,192.168.1.1,UDP,64847,53,3,83.33333333333333,76,87,1,1
192.168.1.166,192.168.1.1,UDP,64875,53,1,81.0,81,81,1,1
192.168.1.166,192.168.1.1,UDP,64923,53,1,94.0,94,94,1,1
192.168.1.166,192.168.1.1,UDP,65004,53,4,77.5,77,78,1,1
192.168.1.166,192.168.1.1,UDP,65017,53,3,82.66666666666667,82,84,1,1
192.168.1.166,192.168.1.1,UDP,65047,53,1,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,65054,53,4,80.5,80,82,1,1
192.168.1.166,192.168.1.1,UDP,65123,53,6,79.33333333333333,74,88,1,1
192.168.1.166,192.168.1.1,UDP,65146,53,7,73.57142857142857,68,86,1,1
192.168.1.166,192.168.1.1,UDP,65253,53,6,84.5,81,87,1,1
192.168.1.166,192.168.1.1,UDP,65282,53,1,94.0,94,94,1,1
192.168.1.166,192.168.1.1,UDP,65309,53,2,71.5,68,75,1,1
192.168.1.166,192.168.1.1,UDP,65314,53,1,74.0,74,74,1,1
192.168.1.166,192.168.1.1,UDP,65346,53,4,85.0,84,88,1,1
192.168.1.166,192.168.1.1,UDP,65360,53,2,82.0,82,82,1,1
192.168.1.166,192.168.1.1,UDP,65363,53,1,87.0,87,87,1,1
192.168.1.166,192.168.1.1,UDP,65381,53,2,83.5,81,86,1,1
192.168.1.166,192.168.1.1,UDP,65408,53,2,83.0,83,83,1,1
192.168.1.166,192.168.1.1,UDP,65427,53,4,74.25,74,75,1,1
192.168.1.166,192.168.1.1,UDP,65487,53,1,78.0,78,78,1,1
192.168.1.166,193.255.208.220,TCP,65495,443,11,237.1818181818182,54,1953,1,2
192.168.1.166,195.175.180.121,TCP,51895,443,8,288.625,54,1839,1,2
192.168.1.166,195.175.180.121,UDP,61505,443,22,401.8636363636364,73,1292,1,2
192.168.1.166,195.175.180.129,TCP,61555,443,9,262.6666666666667,54,1840,1,2
192.168.1.166,195.175.180.129,UDP,55853,443,129,115.06201550387597,73,1292,1,1
192.168.1.166,195.175.180.144,TCP,49714,443,37,1724.1891891891892,54,16460,1,2
192.168.1.166,195.175.180.144,TCP,61913,443,44,814.25,54,3931,1,2
192.168.1.166,195.175.180.169,UDP,57098,443,30,456.1333333333333,73,1292,1,2
192.168.1.166,195.175.180.194,TCP,51959,443,14,211.78571428571428,54,2159,1,2
192.168.1.166,195.175.180.194,UDP,61998,443,18,616.8888888888889,71,1292,1,2
192.168.1.166,195.175.180.200,UDP,53108,443,25,532.32,73,1292,1,2
192.168.1.166,195.175.180.200,UDP,61124,443,19,713.6315789473684,73,1292,1,2
192.168.1.166,195.175.181.184,UDP,57184,443,7,451.85714285714283,74,1294,1,2
192.168.1.166,195.72.78.176,UDP,137,137,3,92.0,92,92,1,1
192.168.1.166,2.17.233.65,TCP,51961,80,6,95.83333333333333,54,281,1,1
192.168.1.166,2.18.69.17,TCP,58907,443,8,138.25,54,504,1,1
192.168.1.166,2.18.79.136,TCP,51089,80,6,106.0,54,342,1,1
192.168.1.166,2.20.134.82,TCP,49992,443,13,421.84615384615387,54,2563,1,2
192.168.1.166,2.20.134.83,TCP,61659,443,57,106.91228070175438,54,1960,1,2
192.168.1.166,2.20.134.99,TCP,51079,443,17,324.6470588235294,54,2602,1,2
192.168.1.166,2.20.62.57,TCP,51138,443,10,332.7,54,1792,1,2
192.168.1.166,2.20.62.57,TCP,56194,443,11,314.27272727272725,54,1856,1,2
192.168.1.166,2.20.62.57,TCP,64898,443,9,370.6666666666667,54,1856,1,2
192.168.1.166,20.190.147.9,TCP,56019,443,20,867.75,54,6900,1,2
192.168.1.166,20.190.147.9,TCP,56020,443,15,664.6666666666666,54,6888,1,2
192.168.1.166,20.190.177.19,TCP,51698,443,12,438.5833333333333,54,1778,1,2
192.168.1.166,20.231.128.67,TCP,65444,443,15,360.93333333333334,54,3522,1,2
192.168.1.166,20.42.65.89,TCP,64249,443,29,555.7931034482758,54,2157,1,2
192.168.1.166,20.54.232.160,TCP,52859,443,2,54.0,54,54,1,1
192.168.1.166,20.54.232.160,TCP,52860,443,2,54.0,54,54,1,1
192.168.1.166,20.54.232.160,TCP,52861,443,3,54.0,54,54,1,1
192.168.1.166,20.54.232.160,TCP,52862,443,2,54.0,54,54,1,1
192.168.1.166,216.239.34.21,TCP,51972,443,18,361.27777777777777,54,2646,1,2
192.168.1.166,216.239.34.21,TCP,56592,443,133,205.9248120300752,54,2543,1,2
192.168.1.166,216.239.38.181,TCP,50367,443,19,255.05263157894737,54,1959,1,2
192.168.1.166,216.239.38.181,UDP,53357,443,68,675.6470588235294,71,1294,1,2
192.168.1.166,216.239.38.181,UDP,59065,443,8,550.5,73,1294,1,2
192.168.1.166,216.239.38.223,TCP,56831,443,4,2018.0,54,6510,1,2
192.168.1.166,216.239.38.223,TCP,59074,443,1,54.0,54,54,1,1
192.168.1.166,216.58.212.17,TCP,55793,443,12,234.41666666666666,54,1957,1,2
192.168.1.166,216.58.212.17,TCP,65466,443,1,66.0,66,66,1,1
192.168.1.166,216.58.212.17,TCP,65468,443,17,188.05882352941177,54,1957,1,2
192.168.1.166,216.58.212.17,UDP,59232,443,9,539.7777777777778,73,1294,1,2
192.168.1.166,216.58.212.17,UDP,61120,443,7,746.2857142857143,74,1294,1,2
192.168.1.166,216.58.212.17,UDP,62168,443,9,595.8888888888889,73,1294,1,2
192.168.1.166,216.58.212.17,UDP,62781,443,12,560.6666666666666,73,1294,1,2
192.168.1.166,216.58.212.17,UDP,64543,443,16,439.8125,71,1294,1,2
192.168.1.166,216.58.212.33,TCP,50342,443,12,273.0833333333333,54,1964,1,2
192.168.1.166,216.58.212.33,TCP,50345,443,11,246.63636363636363,54,1964,1,2
192.168.1.166,216.58.212.33,TCP,50346,443,10,265.9,54,1964,1,2
192.168.1.166,216.58.212.33,TCP,50347,443,1245,73.8859437751004,54,1964,1,2
192.168.1.166,216.58.212.33,TCP,50348,443,10,265.9,54,1964,1,2
192.168.1.166,216.58.212.33,TCP,65418,443,18,180.33333333333334,54,1964,1,2
192.168.1.166,216.58.212.33,TCP,65533,443,15,227.4,54,1964,1,2
192.168.1.166,216.58.212.33,UDP,51328,443,8,603.625,78,1294,1,2
192.168.1.166,216.58.212.33,UDP,51459,443,5,845.0,73,1294,1,2
192.168.1.166,216.58.212.33,UDP,60993,443,11,668.1818181818181,76,1294,1,2
192.168.1.166,216.58.212.33,UDP,61116,443,6,901.5,73,1294,1,2
192.168.1.166,216.58.212.34,TCP,50377,443,31,256.6774193548387,54,1966,1,2
192.168.1.166,216.58.212.34,TCP,50378,443,1,66.0,66,66,1,1
192.168.1.166,216.58.212.34,TCP,50379,443,10,266.1,54,1966,1,2
192.168.1.166,216.58.212.34,TCP,50380,443,1,66.0,66,66,1,1
192.168.1.166,216.58.212.34,TCP,50381,443,1,66.0,66,66,1,1
192.168.1.166,216.58.212.34,TCP,50391,443,16,247.5625,54,1966,1,2
192.168.1.166,216.58.212.34,TCP,56583,443,6,608.0,54,1966,1,2
192.168.1.166,216.58.212.34,TCP,56595,443,18,335.05555555555554,54,1966,1,2
192.168.1.166,216.58.212.34,TCP,65465,443,18,180.27777777777777,54,1963,1,2
192.168.1.166,216.58.212.34,UDP,52596,443,23,438.2608695652174,73,1294,1,2
192.168.1.166,216.58.212.34,UDP,53585,443,30,374.03333333333336,73,1294,1,2
192.168.1.166,216.58.212.34,UDP,54617,443,109,412.0091743119266,71,1294,1,2
192.168.1.166,216.58.212.34,UDP,55622,443,18,363.77777777777777,71,1294,1,2
192.168.1.166,216.58.212.34,UDP,61118,443,7,684.1428571428571,73,1294,1,2
192.168.1.166,216.58.212.34,UDP,62166,443,7,683.2857142857143,73,1294,1,2
192.168.1.166,216.58.212.34,UDP,64542,443,11,457.1818181818182,73,1294,1,2
192.168.1.166,216.58.212.42,TCP,50451,443,16,349.5625,54,2515,1,2
192.168.1.166,216.58.212.42,TCP,50452,443,20,203.2,54,1977,1,2
192.168.1.166,216.58.212.42,TCP,50453,443,10,268.8,54,1977,1,2
192.168.1.166,216.58.212.42,TCP,50454,443,10,268.8,54,1977,1,2
192.168.1.166,216.58.212.42,UDP,60816,443,11,637.0,73,1294,1,2
192.168.1.166,216.58.212.46,TCP,50338,443,10,267.1,54,1954,1,2
192.168.1.166,216.58.212.46,TCP,50339,443,19,209.42105263157896,54,1954,1,2
192.168.1.166,216.58.212.46,UDP,52823,443,7,617.2857142857143,73,1294,1,2
192.168.1.166,216.58.212.6,TCP,50354,443,10,265.2,54,1957,1,2
192.168.1.166,216.58.212.6,TCP,50355,443,10,265.2,54,1957,1,2
192.168.1.166,216.58.212.6,TCP,50356,443,9,288.6666666666667,54,1957,1,2
192.168.1.166,216.58.212.6,TCP,50357,443,9,288.6666666666667,54,1957,1,2
192.168.1.166,216.58.212.6,TCP,50358,443,46,182.34782608695653,54,1957,1,2
192.168.1.166,216.58.212.6,TCP,50359,443,13,236.92307692307693,54,1957,1,2
192.168.1.166,216.58.212.6,UDP,63604,443,16,365.4375,71,1294,1,2
192.168.1.166,216.58.212.6,UDP,64641,443,84,319.26190476190476,73,1294,1,2
192.168.1.166,216.58.213.100,TCP,56573,443,17,229.23529411764707,54,1953,1,2
192.168.1.166,216.58.213.100,TCP,61653,443,17,187.11764705882354,54,1953,1,2
192.168.1.166,216.58.213.100,TCP,65513,443,16,211.6875,54,1953,1,2
192.168.1.166,216.58.213.100,UDP,51713,443,48,419.0625,71,1294,1,2
192.168.1.166,216.58.213.100,UDP,52724,443,297,214.36700336700338,73,1294,1,1
192.168.1.166,216.58.213.100,UDP,52725,443,92,172.91304347826087,71,1294,1,1
192.168.1.166,216.58.213.100,UDP,54623,443,27,254.03703703703704,73,1294,1,1
192.168.1.166,216.58.213.100,UDP,54824,443,461,574.0347071583515,71,1294,1,2
192.168.1.166,216.58.213.100,UDP,56971,443,13,380.0769230769231,73,1294,1,2
192.168.1.166,216.58.213.100,UDP,57967,443,13,379.2307692307692,73,1294,1,2
192.168.1.166,216.58.213.100,UDP,58054,443,48,206.27083333333334,71,1294,1,1
192.168.1.166,216.58.213.100,UDP,58055,443,210,340.3142857142857,71,1294,1,2
192.168.1.166,216.58.213.100,UDP,60199,443,47,528.2340425531914,71,1294,1,2
192.168.1.166,216.58.213.100,UDP,61117,443,158,268.246835443038,73,1294,1,2
192.168.1.166,216.58.213.100,UDP,63243,443,23,488.7826086956522,73,1294,1,2
192.168.1.166,216.58.213.100,UDP,64053,443,15,337.8,71,1294,1,2
192.168.1.166,216.58.213.106,TCP,50343,443,16,213.875,54,1959,1,2
192.168.1.166,216.58.213.106,TCP,50344,443,12,235.58333333333334,54,1959,1,2
192.168.1.166,216.58.213.106,TCP,50405,443,13,222.3846153846154,54,1965,1,2
192.168.1.166,216.58.213.106,TCP,50408,443,1,66.0,66,66,1,1
192.168.1.166,216.58.213.106,TCP,50409,443,36,140.30555555555554,54,1965,1,2
192.168.1.166,216.58.213.106,TCP,50434,443,17,189.64705882352942,54,1965,1,2
192.168.1.166,216.58.213.106,TCP,65481,443,16,213.1875,54,1959,1,2
192.168.1.166,216.58.213.106,UDP,50413,443,9,633.0,73,1294,1,2
192.168.1.166,216.58.213.106,UDP,50416,443,10,460.1,71,1294,1,2
192.168.1.166,216.58.213.106,UDP,53301,443,4,1013.5,172,1294,1,2
192.168.1.166,216.58.213.106,UDP,53846,443,7,617.7142857142857,73,1294,1,2
192.168.1.166,216.58.213.106,UDP,54615,443,10,475.1,85,1294,1,2
192.168.1.166,216.58.213.106,UDP,54619,443,13,409.0769230769231,73,1294,1,2
192.168.1.166,216.58.213.106,UDP,54772,443,10,494.9,73,1294,1,2
192.168.1.166,216.58.213.106,UDP,54826,443,7,617.5714285714286,73,1294,1,2
192.168.1.166,216.58.213.106,UDP,54831,443,21,287.0,73,1294,1,2
192.168.1.166,216.58.213.106,UDP,62783,443,43,448.30232558139534,73,1294,1,2
192.168.1.166,216.58.213.106,UDP,62785,443,20,305.15,73,1294,1,2
192.168.1.166,216.58.213.106,UDP,65410,443,5,1083.8,243,1294,1,2
192.168.1.166,216.58.213.110,ICMP,Yok,Yok,36,106.0,106,106,1,1
192.168.1.166,216.58.213.110,TCP,49173,443,17,239.7058823529412,54,1963,1,2
192.168.1.166,216.58.213.110,TCP,50403,443,48,112.5625,54,1956,1,2
192.168.1.166,216.58.213.110,TCP,50404,443,10,267.3,54,1956,1,2
192.168.1.166,216.58.213.110,TCP,50406,443,17,335.1764705882353,54,2292,1,2
192.168.1.166,216.58.213.110,TCP,50412,443,10,265.8,54,1963,1,2
192.168.1.166,216.58.213.110,TCP,55787,443,1,66.0,66,66,1,1
192.168.1.166,216.58.213.110,TCP,55788,443,26,293.46153846153845,54,2188,1,2
192.168.1.166,216.58.213.110,TCP,55789,443,8,317.625,54,1954,1,2
192.168.1.166,216.58.213.110,TCP,55790,443,9,288.3333333333333,54,1954,1,2
192.168.1.166,216.58.213.110,TCP,55791,443,1,66.0,66,66,1,1
192.168.1.166,216.58.213.110,TCP,56596,443,20,176.8,54,1963,1,2
192.168.1.166,216.58.213.110,UDP,50414,443,5,1083.8,243,1294,1,2
192.168.1.166,216.58.213.110,UDP,52247,443,7,617.4285714285714,73,1294,1,2
192.168.1.166,216.58.213.110,UDP,52953,443,26,379.84615384615387,73,1294,1,2
192.168.1.166,216.58.213.110,UDP,54823,443,288,508.63194444444446,71,1294,1,2
192.168.1.166,216.58.213.110,UDP,55083,443,6,853.3333333333334,74,1294,1,2
192.168.1.166,216.58.213.110,UDP,55482,443,8,651.625,74,1294,1,2
192.168.1.166,216.58.213.110,UDP,55623,443,23,354.69565217391306,71,1294,1,2
192.168.1.166,216.58.213.110,UDP,55637,443,5,831.0,74,1294,1,2
192.168.1.166,216.58.213.110,UDP,56042,443,341,777.9061583577712,73,1294,1,2
192.168.1.166,216.58.213.110,UDP,56870,443,24,300.8333333333333,71,1294,1,2
192.168.1.166,216.58.213.110,UDP,59231,443,6169,135.53995785378504,73,1294,1,2
192.168.1.166,216.58.213.99,TCP,50366,443,17,228.0,54,1956,1,2
192.168.1.166,216.58.213.99,TCP,50433,443,16,294.5625,54,1956,1,2
192.168.1.166,216.58.213.99,TCP,50436,443,16,279.1875,54,1956,1,2
192.168.1.166,216.58.213.99,TCP,56594,443,17,304.6470588235294,54,2112,1,2
192.168.1.166,216.58.213.99,UDP,52597,443,28,456.5357142857143,73,1294,1,2
192.168.1.166,216.58.213.99,UDP,53358,443,94,395.21276595744683,73,1294,1,2
192.168.1.166,216.58.213.99,UDP,54620,443,14,723.7857142857143,73,1294,1,2
192.168.1.166,216.58.213.99,UDP,55621,443,15,452.6666666666667,73,1294,1,2
192.168.1.166,216.58.213.99,UDP,63603,443,37,527.5945945945946,73,1294,1,2
192.168.1.166,224.0.0.251,Diğer,Yok,Yok,4,46.0,46,46,1,1
192.168.1.166,224.0.0.251,UDP,5353,5353,5,82.8,82,84,1,1
192.168.1.166,224.0.0.252,Diğer,Yok,Yok,5,46.0,46,46,1,1
192.168.1.166,23.195.23.164,TCP,50415,443,12,119.58333333333333,54,524,1,1
192.168.1.166,239.255.255.250,Diğer,Yok,Yok,4,46.0,46,46,1,1
192.168.1.166,239.255.255.250,UDP,61695,1900,3,179.0,179,179,1,1
192.168.1.166,3.141.75.177,TCP,50398,3478,8,94.0,54,190,1,1
192.168.1.166,3.160.58.95,TCP,50383,443,33,148.24242424242425,54,1970,1,2
192.168.1.166,31.13.84.36,TCP,52243,443,19,355.36842105263156,54,1701,1,2
192.168.1.166,31.13.84.36,TCP,56593,443,15,304.1333333333333,54,1955,1,2
192.168.1.166,31.13.84.36,UDP,52598,443,16,451.75,76,1294,1,2
192.168.1.166,31.13.84.36,UDP,64835,443,8,612.375,77,1294,1,2
192.168.1.166,31.13.84.4,TCP,50400,443,15,163.2,54,1097,1,2
192.168.1.166,31.13.84.4,TCP,50402,443,48,106.04166666666667,54,1959,1,2
192.168.1.166,31.13.84.4,TCP,56578,443,64,106.25,54,1959,1,2
192.168.1.166,31.13.84.4,UDP,50676,443,7,462.42857142857144,77,1294,1,2
192.168.1.166,31.13.84.4,UDP,52595,443,12,454.6666666666667,71,1294,1,2
192.168.1.166,31.13.84.4,UDP,57852,443,12,382.5833333333333,76,1294,1,2
